complaint_id,txn_id,user_id,merchant_id,complaint_text,disputed_amount_clean,transaction_timestamp_clean,reported_timestamp_clean,bank_response_timestamp_clean,resolution_status_clean,severity_clean,reason_code_clean,channel_clean,report_delay_days,txn_fk_valid,user_fk_valid,merchant_fk_valid,txn_amount,merchant_category_final,txn_status,disputed_amount_imputed
CBK0001453,TXN00012893,USR52532,MCH2931,Complaint received after multiple failed attempts. details missing,1558.33,2026-03-06 07:48:50,,2026-03-30 00:00:00,REJECTED,LOW,Wrong Amount,IVR,,True,False,False,4193.0,,FAILED,False
CBK0002693,,USR66470,MCH7690,customer complaint text unclear due to poor call center notes.,1231.18,2026-02-02 05:38:00,2026-02-17 00:00:00,2026-02-28 15:38:40,OPEN,MEDIUM,Account Takeover,Chatbot,14.0,False,True,False,,,,False
CBK0001695,TXN00007159,USR91996,MCH6645,Customer says transaction was not authorized. call dropped,1034.0,,2026-03-03 14:25:14,,PENDING_BANK,LOW,Suspected Fraud,App,,True,False,True,7867.71,Restaurant,PENDING,False
CBK0001743,TXN00005081,USR55177,MCH3198,User says UPI PIN was not entered by them. NA,782.28,2026-01-10 00:00:00,2026-01-21 00:00:00,,RESOLVED,LOW,Account Takeover,Chatbot,11.0,True,True,False,1881.65,Transportation,PENDING,False
CBK0002656,TXN00003111,USR97954,MCH1274,Customer says transaction was not authorized.,1858.78,2026-01-02 00:00:00,2026-01-04 00:00:00,2026-01-11 00:00:00,CLOSED,LOW,Account Takeover,App,2.0,True,True,False,15945.83,Grocery,SUCCESS,False
CBK0001196,TXN00016378,USR64980,MCH2065,Complaint received after multiple failed attempts.,403.8,2026-02-28 14:57:09,2026-03-02 21:57:09,,OPEN,HIGH,Suspected Fraud,Chatbot,2.0,True,False,False,12047.38,Hotel / Lodging,SUCCESS,False
CBK0000269,TXN00016915,USR75856,MCH1213,Payment made to unknown merchant as per customer statement.,886.36,2026-03-25 00:00:00,2026-03-28 00:00:00,2026-04-25 21:01:00,CLOSED,MEDIUM,Account Takeover,IVR,3.0,True,True,True,1027.09,Apparel,SUCCESS,False
CBK0000701,TXN00002775,USR31842,MCH7869,Merchant service was not delivered after payment.,6779.18,2026-01-25 00:00:00,2026-01-30 15:50:18,2026-02-21 00:00:00,PENDING_BANK,LOW,Service Not Delivered,Chatbot,5.0,True,True,False,13668.96,Telecom,FAILED,False
CBK0001127,TXN00017229,USR16037,MCH3572,Customer says amount was debited twice.,796.1,,2026-02-28 00:00:00,2026-03-06 00:00:00,IN_PROGRESS,MEDIUM,Service Not Delivered,Email,,True,False,True,13143.26,Grocery,SUCCESS,False
CBK0000665,TXN00012726,USR82229,MCH6230,Complaint received after multiple failed attempts.,360.49,2026-02-07 00:00:00,2026-02-10 01:03:00,,OPEN,LOW,Service Not Delivered,Branch,3.0,True,True,False,23155.46,Department Store,SUCCESS,False
CBK0000569,TXN00016196,USR24538,MCH2336,Suspicious high-value payment disputed by customer.,2141.56,2026-01-09 00:00:00,2026-01-10 00:00:00,2026-01-17 00:00:00,IN_PROGRESS,MEDIUM,Customer Dispute,Email,1.0,True,False,True,13438.54,,SUCCESS,False
CBK0000913,TXN00004115,USR85406,MCH2832,Merchant service was not delivered after payment.,1495.6,,2026-03-12 00:00:00,,REJECTED,MEDIUM,Service Not Delivered,IVR,,True,True,True,15026.79,Hotel / Lodging,SUCCESS,False
CBK0000380,TXN00000414,USR57745,MCH6126,user reports money deducted but merchant denies receiving payment.,806.29,2026-02-10 00:00:00,2026-02-13 00:00:00,2026-03-13 00:00:00,REJECTED,LOW,Account Takeover,Call Center,3.0,True,True,False,14340.21,Transportation,SUCCESS,False
CBK0002497,TXN00019914,USR48451,MCH6538,User claims account was compromised before transaction.,3065.07,2026-01-21 19:23:00,2026-01-22 00:00:00,2026-01-26 00:00:00,PENDING_BANK,MEDIUM,Service Not Delivered,IVR,0.0,True,False,False,9077.09,Grocery,SUCCESS,False
CBK0002799,TXN00003221,USR38263,MCH3031,Merchant service was not delivered after payment.,574.0,,2026-01-30 00:00:00,2026-02-17 00:00:00,RESOLVED,MEDIUM,Service Not Delivered,Email,,True,True,True,12878.18,Grocery,SUCCESS,False
CBK0000317,TXN00005496,USR91453,MCH1988,Complaint received after multiple failed attempts.,8351.08,2026-02-22 00:00:00,2026-03-25 00:00:00,2026-04-15 00:00:00,RESOLVED,MEDIUM,Service Not Delivered,IVR,31.0,True,True,False,8351.08,Misc Retail,SUCCESS,True
CBK0000582,TXN00006728,USR32162,MCH1074,Customer says transaction was not authorized.,1002.59,2026-02-14 00:00:00,2026-02-17 00:00:00,2026-02-22 00:00:00,PENDING_BANK,CRITICAL,Service Not Delivered,Email,3.0,True,False,False,2251.63,Restaurant,SUCCESS,False
CBK0002571,TXN00011546,USR24926,MCH2822,Complaint received after multiple failed attempts.,3305.27,2026-01-26 00:00:00,2026-02-03 00:00:00,2026-02-17 00:00:00,REJECTED,LOW,Duplicate Debit,IVR,8.0,True,True,False,10603.25,Transportation,SUCCESS,False
CBK0001943,TXN00000649,USR47711,MCH1196,user says upi pin was not entered by them.,1174.17,2026-03-13 00:00:00,2026-04-13 00:00:00,2026-05-11 02:50:07,IN_PROGRESS,MEDIUM,Service Not Delivered,IVR,31.0,True,True,False,19731.39,Misc Retail,SUCCESS,False
CBK0001177,TXN00004028,USR95524,MCH7017,Customer says amount was debited twice.,2255.0,2026-02-06 00:00:00,2026-02-09 00:00:00,2026-03-01 00:00:00,IN_PROGRESS,HIGH,Wrong Amount,IVR,3.0,True,False,True,3916.36,Department Store,SUCCESS,False
CBK0002055,TXN00004686,USR87013,MCH3011,USER CLAIMS ACCOUNT WAS COMPROMISED BEFORE TRANSACTION.,1634.47,2026-01-06 00:33:00,2026-01-07 00:00:00,2026-01-27 00:00:00,CLOSED,MEDIUM,Customer Dispute,Call Center,0.0,True,False,True,9834.11,Grocery,SUCCESS,False
CBK0000104,TXN00010908,USR70176,MCH5980,CUSTOMER SAYS TRANSACTION WAS NOT AUTHORIZED.,608.69,2026-02-19 00:00:00,2026-02-22 17:53:00,2026-03-09 00:00:00,REJECTED,LOW,Duplicate Debit,Branch,3.0,True,False,True,10368.88,Medical / Pharmacy,SUCCESS,False
CBK0002489,,USR88037,MCH4590,Suspicious high-value payment disputed by customer.,1315.92,2026-03-13 00:00:00,2026-03-09 00:00:00,2026-03-17 00:00:00,RESOLVED,MEDIUM,Duplicate Debit,Chatbot,,False,True,False,,,,False
CBK0000154,TXN00011689,USR92364,MCH2569,User reports money deducted but merchant denies receiving payment.,473.27,2026-03-07 00:00:00,2026-03-14 22:06:34,2026-03-23 00:00:00,REJECTED,LOW,Service Not Delivered,IVR,7.0,True,False,False,8227.84,Hotel / Lodging,SUCCESS,False
CBK0001635,TXN00008467,USR70836,MCH6914,Customer says amount was debited twice.,1016.94,2026-03-11 00:00:00,2026-03-14 10:21:00,2026-03-21 00:00:00,CLOSED,MEDIUM,Suspected Fraud,Call Center,3.0,True,False,False,10925.06,Restaurant,SUCCESS,False
CBK0002756,TXN00003850,USR52907,MCH1919,Suspicious high-value payment disputed by customer.,5978.59,2026-03-06 00:00:00,2026-04-20 18:06:08,2026-05-12 18:06:08,REJECTED,LOW,Duplicate Debit,IVR,45.0,True,False,False,1720.58,Misc Retail,SUCCESS,False
CBK0000892,TXN00019345,USR99727,MCH8400,Merchant service was not delivered after payment.,393.4,2026-03-06 01:42:03,2026-03-06 00:00:00,,PENDING_BANK,MEDIUM,Account Takeover,Branch,,True,False,True,4784.0,Grocery,SUCCESS,False
CBK0000445,TXN00013230,USR28772,MCH3727,customer complaint text unclear due to poor call center notes.,1323.41,2026-01-18 00:00:00,2026-01-22 00:00:00,,IN_PROGRESS,LOW,Service Not Delivered,Chatbot,4.0,True,True,False,6769.02,Transportation,SUCCESS,False
CBK0000845,TXN00009880,USR90298,MCH5574,User says UPI PIN was not entered by them.,731.59,2026-01-25 22:25:35,2026-01-28 00:00:00,2026-02-11 19:25:35,CLOSED,CRITICAL,Suspected Fraud,IVR,2.0,True,False,False,13874.62,Restaurant,SUCCESS,False
CBK0001262,TXN00010454,USR21439,MCH7751,Customer complaint text unclear due to poor call center notes.,470.39,2026-03-15 00:00:00,2026-03-30 22:30:00,2026-04-11 22:30:00,RESOLVED,LOW,Unauthorized Transaction,Call Center,15.0,True,False,True,22573.5,Grocery,PENDING,False
CBK0000862,TXN00002240,USR25056,MCH6810,User claims account was compromised before transaction.,401.02,2026-03-23 00:00:00,2026-03-26 00:00:00,2026-04-21 10:54:00,CLOSED,MEDIUM,Wrong Amount,Call Center,3.0,True,False,False,5995.36,,SUCCESS,False
CBK0000981,TXN00009791,USR68023,MCH2433,Payment made to unknown merchant as per customer statement.,807.97,2026-01-11 00:00:00,2026-01-14 00:00:00,2026-01-22 00:00:00,CLOSED,LOW,Duplicate Debit,IVR,3.0,True,False,False,6328.85,Restaurant,FAILED,False
CBK0001975,TXN00019834,USR32424,MCH5954,Customer says amount was debited twice.,41457.94,2026-01-11 00:00:00,2026-01-14 00:00:00,2026-02-06 00:00:00,RESOLVED,LOW,Suspected Fraud,Branch,3.0,True,False,True,24285.19,Department Store,SUCCESS,False
CBK0001523,TXN00010463,USR76129,MCH3006,Customer says amount was debited twice.,24351.04,2026-01-15 00:00:00,2026-01-23 03:12:56,,IN_PROGRESS,MEDIUM,Service Not Delivered,Call Center,8.0,True,False,True,24351.04,Grocery,SUCCESS,True
CBK0000671,TXN00004668,USR54740,MCH4646,Customer says amount was debited twice.,20972.96,,2026-03-18 13:09:02,2026-03-22 00:00:00,CLOSED,MEDIUM,Customer Dispute,IVR,,True,False,False,20972.96,Restaurant,SUCCESS,True
CBK0001669,TXN00017590,USR41522,MCH4473,Complaint received after multiple failed attempts.,740.63,2026-01-27 08:27:52,2026-01-29 00:00:00,2026-02-27 00:00:00,IN_PROGRESS,MEDIUM,Duplicate Debit,Call Center,1.0,True,False,False,16040.77,Transportation,SUCCESS,False
CBK0001823,,USR32406,MCH8595,Customer complaint text unclear due to poor call center notes.,3940.26,2026-02-13 04:08:53,2026-02-16 21:08:53,2026-03-10 00:00:00,PENDING_BANK,LOW,Wrong Amount,Email,3.0,False,True,False,,,,False
CBK0001608,TXN00019683,USR20968,MCH4899,USER REPORTS MONEY DEDUCTED BUT MERCHANT DENIES RECEIVING PAYMENT.,363.03,2026-02-14 00:00:00,2026-03-02 15:14:00,2026-03-11 00:00:00,IN_PROGRESS,MEDIUM,Customer Dispute,Email,16.0,True,True,False,15415.0,Grocery,SUCCESS,False
CBK0000198,TXN00019042,USR16744,MCH8391,User says UPI PIN was not entered by them.,1241.09,2026-02-22 00:00:00,2026-03-25 15:25:13,2026-04-24 15:25:13,CLOSED,MEDIUM,Suspected Fraud,IVR,31.0,True,False,True,8264.89,Book Store,PENDING,False
CBK0000573,TXN00005006,USR65253,MCH5655,Suspicious high-value payment disputed by customer.,216.3,2026-01-04 00:00:00,2026-01-07 00:00:00,2026-01-22 00:00:00,PENDING_BANK,LOW,Suspected Fraud,Chatbot,3.0,True,False,False,2212.0,Hotel / Lodging,SUCCESS,False
CBK0000621,TXN00059284,USR96201,MCH6056,Customer says transaction was not authorized.,1857.0,2026-01-12 09:54:00,2026-01-15 00:00:00,,REJECTED,MEDIUM,Suspected Fraud,Branch,2.0,False,False,True,,,,False
CBK0002266,TXN00009068,USR70505,MCH8037,complaint received after multiple failed attempts.,1500.0,2026-03-25 00:00:00,2026-03-20 00:00:00,2026-03-31 00:00:00,RESOLVED,HIGH,Unauthorized Transaction,IVR,,True,False,True,12630.65,Grocery,FAILED,False
CBK0000786,TXN00000679,USR22762,MCH2342,payment made to unknown merchant as per customer statement.,4474.08,2026-03-14 00:00:00,2026-03-15 07:28:00,2026-04-02 00:00:00,OPEN,HIGH,Unauthorized Transaction,IVR,1.0,True,False,False,24237.07,Grocery,SUCCESS,False
CBK0002074,TXN00000823,USR21224,MCH2266,CUSTOMER SAYS AMOUNT WAS DEBITED TWICE.,4418.82,2026-03-15 05:37:00,2026-03-17 04:37:11,,OPEN,MEDIUM,Customer Dispute,App,1.0,True,False,True,8344.14,Grocery,FAILED,False
CBK0000463,TXN00017663,USR67399,MCH7286,Customer says amount was debited twice.,8257.96,2026-01-11 00:00:00,2026-01-17 00:24:23,2026-02-03 00:00:00,IN_PROGRESS,HIGH,Service Not Delivered,IVR,6.0,True,False,False,24332.94,Grocery,SUCCESS,False
CBK0001768,,USR27328,MCH9291,Suspicious high-value payment disputed by customer.,7478.21,2026-01-03 00:00:00,2026-01-09 00:00:00,,RESOLVED,MEDIUM,Wrong Amount,IVR,6.0,False,True,True,,,,False
CBK0002458,TXN00016001,USR25348,MCH7859,Payment made to unknown merchant as per customer statement.,992.78,2026-02-15 15:36:38,2026-02-20 00:00:00,2026-03-06 15:36:38,RESOLVED,MEDIUM,Account Takeover,Chatbot,4.0,True,False,False,120.0,Department Store,FAILED,False
CBK0002584,TXN00014405,USR78603,MCH8391,Customer says amount was debited twice.,6441.32,2026-01-17 00:00:00,,2026-02-03 03:04:42,CLOSED,LOW,Customer Dispute,IVR,,True,True,True,13243.78,Grocery,SUCCESS,False
CBK0000885,TXN00005367,USR25239,MCH2903,Complaint received after multiple failed attempts.,734.0,,2026-01-29 00:00:00,,RESOLVED,LOW,Customer Dispute,IVR,,True,True,True,15287.43,,PENDING,False
CBK0000395,TXN00019343,USR25559,MCH6850,Customer says amount was debited twice.,4178.65,2026-02-14 00:00:00,2026-02-17 08:20:00,,PENDING_BANK,CRITICAL,Duplicate Debit,Call Center,3.0,True,False,False,20034.79,Hotel / Lodging,SUCCESS,False
CBK0002791,TXN00015597,USR82439,MCH6037,complaint received after multiple failed attempts.,5141.83,2026-01-19 00:00:00,2026-01-24 00:00:00,2026-02-20 00:00:00,CLOSED,LOW,Account Takeover,Call Center,5.0,True,True,False,3246.87,Hotel / Lodging,SUCCESS,False
CBK0002669,TXN00019872,USR24991,MCH4473,User says UPI PIN was not entered by them.,2597.87,2026-02-28 00:00:00,2026-03-10 00:00:00,2026-03-27 12:32:00,IN_PROGRESS,MEDIUM,Wrong Amount,Chatbot,10.0,True,True,False,2068.72,Medical / Pharmacy,SUCCESS,False
CBK0001044,TXN00017041,USR46644,MCH2822,PAYMENT MADE TO UNKNOWN MERCHANT AS PER CUSTOMER STATEMENT.,768.89,2026-03-16 00:00:00,2026-03-17 00:00:00,,IN_PROGRESS,HIGH,Account Takeover,Chatbot,1.0,True,False,False,12749.14,Transportation,SUCCESS,False
CBK0000014,TXN00006433,USR59260,MCH7254,User says UPI PIN was not entered by them.,468.43,2026-03-17 00:00:00,2026-03-24 00:00:00,2026-03-30 00:00:00,RESOLVED,HIGH,Suspected Fraud,Branch,7.0,True,False,False,22042.07,Grocery,SUCCESS,False
CBK0000546,TXN00015015,USR64208,MCH3613,User reports money deducted but merchant denies receiving payment.,1247.41,2026-03-19 10:37:17,2026-03-21 07:37:17,2026-04-12 07:37:17,CLOSED,MEDIUM,Suspected Fraud,Chatbot,1.0,True,False,True,21684.96,Telecom,SUCCESS,False
CBK0000365,TXN00050079,USR19852,MCH7962,Customer complaint text unclear due to poor call center notes.,2659.07,2026-01-09 00:00:00,2026-01-10 21:54:00,2026-01-26 00:00:00,IN_PROGRESS,LOW,Suspected Fraud,IVR,1.0,False,False,False,,,,False
CBK0000052,TXN00002289,USR12120,MCH6097,Customer complaint text unclear due to poor call center notes.,397.0,2026-02-03 19:27:00,2026-02-06 16:27:24,,CLOSED,LOW,Duplicate Debit,Branch,2.0,True,True,True,12056.21,Book Store,FAILED,False
CBK0002106,TXN00000751,USR78076,MCH4328,Complaint received after multiple failed attempts.,3107.33,2026-02-04 00:00:00,2026-02-06 00:00:00,,PENDING_BANK,MEDIUM,Unauthorized Transaction,App,2.0,True,False,False,2931.28,Telecom,FAILED,False
CBK0001518,TXN00015930,USR24159,MCH7364,User says UPI PIN was not entered by them.,8611.05,2026-02-10 00:00:00,2026-02-11 00:00:00,,RESOLVED,LOW,Service Not Delivered,App,1.0,True,False,True,9209.66,Department Store,SUCCESS,False
CBK0001873,TXN00015156,USR14556,MCH4153,Customer complaint text unclear due to poor call center notes.,743.67,2026-03-30 00:00:00,2026-04-10 00:00:00,,OPEN,LOW,Service Not Delivered,Chatbot,11.0,True,False,True,17017.07,Grocery,FAILED,False
CBK0002145,TXN00013507,USR12300,MCH1320,user reports money deducted but merchant denies receiving payment.,384.66,2026-01-03 15:18:11,2026-01-08 00:00:00,2026-01-31 00:00:00,PENDING_BANK,MEDIUM,Wrong Amount,IVR,4.0,True,False,True,13798.25,Restaurant,SUCCESS,False
CBK0000346,TXN00019000,USR70482,MCH9834,Complaint received after multiple failed attempts.,595.88,2026-01-07 00:00:00,,2026-03-01 10:53:00,REJECTED,LOW,Service Not Delivered,IVR,,True,False,True,20074.0,Hotel / Lodging,SUCCESS,False
CBK0000518,TXN00019651,USR43011,MCH8391,USER SAYS UPI PIN WAS NOT ENTERED BY THEM.,7485.82,2026-02-17 08:25:20,2026-02-13 00:00:00,2026-03-07 00:00:00,REJECTED,HIGH,Suspected Fraud,IVR,,True,False,True,7435.76,Grocery,FAILED,False
CBK0001990,TXN00013175,USR40088,MCH2076,User says UPI PIN was not entered by them.,917.0,2026-03-29 13:19:19,2026-04-13 15:19:00,,IN_PROGRESS,HIGH,Account Takeover,Email,15.0,True,True,True,5492.01,Hotel / Lodging,SUCCESS,False
CBK0000392,TXN00012439,USR38698,MCH3682,Suspicious high-value payment disputed by customer.,1778.59,2026-02-09 00:00:00,2026-02-11 00:00:00,,REJECTED,MEDIUM,Service Not Delivered,IVR,2.0,True,False,True,4545.63,Department Store,PENDING,False
CBK0001163,TXN00015098,USR22550,MCH3992,User reports money deducted but merchant denies receiving payment.,862.23,2026-01-03 07:07:35,2026-01-06 00:00:00,2026-01-28 08:07:35,PENDING_BANK,LOW,Wrong Amount,Email,2.0,True,True,False,13980.94,Grocery,SUCCESS,False
CBK0000271,TXN00002677,USR94094,MCH6810,Payment made to unknown merchant as per customer statement.,12852.7,2026-01-07 08:03:00,,2026-01-30 00:00:00,PENDING_BANK,MEDIUM,Customer Dispute,Email,,True,False,False,9200.97,Restaurant,SUCCESS,False
CBK0001550,TXN00019667,USR69706,MCH1489,Complaint received after multiple failed attempts.,11916.0,2026-03-16 00:00:00,2026-03-17 23:14:00,2026-03-30 00:00:00,IN_PROGRESS,MEDIUM,Customer Dispute,Chatbot,1.0,True,True,False,11916.0,Apparel,SUCCESS,True
CBK0001538,TXN00007658,USR99769,MCH5655,Payment made to unknown merchant as per customer statement.,2100.66,,2026-03-12 00:00:00,2026-03-14 00:00:00,PENDING_BANK,MEDIUM,Customer Dispute,App,,True,False,False,16737.94,,SUCCESS,False
CBK0002298,TXN00017266,USR66122,MCH2822,User says UPI PIN was not entered by them.,260.19,2026-01-20 01:05:38,2026-01-30 00:00:00,,PENDING_BANK,HIGH,Suspected Fraud,App,9.0,True,True,False,4438.79,Book Store,SUCCESS,False
CBK0001034,TXN00017915,USR65211,MCH7357,Customer complaint text unclear due to poor call center notes. urgent,1532.42,2026-02-02 00:00:00,2026-02-08 00:00:00,2026-03-07 06:28:19,REJECTED,MEDIUM,Service Not Delivered,IVR,6.0,True,False,True,2668.04,Transportation,SUCCESS,False
CBK0001526,TXN00000871,USR45479,MCH8259,customer says transaction was not authorized.,589.34,2026-01-04 07:14:00,2026-01-11 00:00:00,,RESOLVED,CRITICAL,Customer Dispute,Email,6.0,True,True,True,9339.0,Hotel / Lodging,SUCCESS,False
CBK0002297,TXN00013147,USR10842,MCH2327,Complaint received after multiple failed attempts.,4819.26,2026-03-29 08:55:00,2026-04-02 00:00:00,,IN_PROGRESS,LOW,Account Takeover,Call Center,3.0,True,False,True,23608.86,Grocery,SUCCESS,False
CBK0001810,TXN00004960,USR99526,MCH3990,User says UPI PIN was not entered by them.,1327.87,2026-03-28 00:00:00,2026-04-27 22:27:53,2026-05-02 00:00:00,CLOSED,LOW,Service Not Delivered,App,30.0,True,False,True,18736.74,Department Store,SUCCESS,False
CBK0000684,TXN00017791,USR21714,MCH2319,user claims account was compromised before transaction.,2658.78,2026-02-12 00:00:00,2026-02-20 00:00:00,2026-03-07 00:00:00,PENDING_BANK,MEDIUM,Unauthorized Transaction,Email,8.0,True,True,False,22457.0,Grocery,SUCCESS,False
CBK0002500,TXN00001461,USR25808,MCH6058,Merchant service was not delivered after payment. details missing,740.03,2026-03-13 00:00:00,,2026-03-16 00:00:00,PENDING_BANK,MEDIUM,Wrong Amount,Chatbot,,True,True,True,9852.67,Grocery,SUCCESS,False
CBK0000962,,USR21384,MCH8160,Customer says amount was debited twice. pls check asap,6282.15,2026-03-09 00:00:00,2026-03-12 00:00:00,2026-03-25 00:00:00,CLOSED,MEDIUM,Service Not Delivered,Chatbot,3.0,False,False,True,,,,False
CBK0001781,TXN00007749,USR87914,MCH9316,User reports money deducted but merchant denies receiving payment.,1287.86,2026-03-31 00:00:00,2026-04-07 00:00:00,,IN_PROGRESS,HIGH,Duplicate Debit,Email,7.0,True,False,True,7572.98,Grocery,FAILED,False
CBK0001231,TXN00001392,USR68023,MCH4246,Merchant service was not delivered after payment.,508.21,2026-01-14 05:07:55,2026-01-16 18:07:55,2026-02-04 00:00:00,IN_PROGRESS,MEDIUM,Service Not Delivered,App,2.0,True,False,True,1846.68,Misc Retail,SUCCESS,False
CBK0001832,TXN00095203,USR76886,MCH4590,Complaint received after multiple failed attempts.,3668.05,2026-02-10 00:00:00,2026-02-13 00:00:00,2026-03-02 06:18:49,OPEN,HIGH,Duplicate Debit,IVR,3.0,False,True,False,,,,False
CBK0001393,TXN00004549,USR66391,MCH2802,Customer complaint text unclear due to poor call center notes.,1639.85,2026-03-10 00:00:00,2026-03-16 00:00:00,2026-04-02 00:00:00,OPEN,HIGH,Wrong Amount,Chatbot,6.0,True,False,False,16725.22,Medical / Pharmacy,FAILED,False
CBK0001633,,USR69513,MCH6502,Payment made to unknown merchant as per customer statement.,2553.0,,2026-02-18 00:00:00,2026-02-27 00:00:00,PENDING_BANK,HIGH,Service Not Delivered,App,,False,False,True,,,,False
CBK0000555,TXN00010709,USR61652,MCH3388,customer complaint text unclear due to poor call center notes.,372.66,2026-03-01 00:00:00,2026-03-04 00:00:00,2026-03-21 00:00:00,CLOSED,MEDIUM,Service Not Delivered,Call Center,3.0,True,False,True,16558.03,Transportation,SUCCESS,False
CBK0002452,TXN00016739,USR87040,MCH8521,User reports money deducted but merchant denies receiving payment.,10606.78,2026-01-31 00:00:00,2026-02-06 14:44:00,2026-02-15 14:44:00,PENDING_BANK,LOW,Suspected Fraud,Call Center,6.0,True,False,True,20827.91,Transportation,PENDING,False
CBK0002410,TXN00010646,USR89422,MCH7235,Customer complaint text unclear due to poor call center notes.,12234.17,2026-02-06 00:00:00,2026-02-11 00:00:00,2026-02-11 00:00:00,IN_PROGRESS,LOW,Service Not Delivered,Chatbot,5.0,True,False,False,1863.0,Transportation,SUCCESS,False
CBK0001429,TXN00002466,USR67833,MCH9464,User says UPI PIN was not entered by them.,3099.92,2026-03-31 00:00:00,2026-04-03 00:00:00,2026-04-22 00:00:00,RESOLVED,CRITICAL,Unauthorized Transaction,Branch,3.0,True,False,False,5040.79,Hotel / Lodging,SUCCESS,False
CBK0001612,TXN00014722,USR65193,MCH2065,Complaint received after multiple failed attempts.,336.91,2026-01-19 00:00:00,2026-01-22 11:17:44,2026-02-04 11:17:44,IN_PROGRESS,MEDIUM,Suspected Fraud,Chatbot,3.0,True,True,False,2401.2,Restaurant,SUCCESS,False
CBK0001102,TXN00011957,USR73976,MCH5980,Customer says amount was debited twice.,3402.48,2026-03-24 00:49:47,2026-03-25 15:49:00,,OPEN,LOW,Account Takeover,IVR,1.0,True,False,True,16964.8,Medical / Pharmacy,SUCCESS,False
CBK0001642,TXN00010479,USR22574,MCH9738,Customer says transaction was not authorized.,3691.3,2026-01-16 00:00:00,2026-01-18 02:57:54,2026-02-17 02:57:54,CLOSED,MEDIUM,Unauthorized Transaction,Email,2.0,True,False,True,12186.37,Grocery,SUCCESS,False
CBK0002208,TXN00006710,USR27567,MCH1708,Customer says transaction was not authorized.,12811.39,2026-03-03 00:00:00,,2026-03-23 12:32:00,REJECTED,HIGH,Duplicate Debit,IVR,,True,False,False,22582.81,Restaurant,SUCCESS,False
CBK0002081,TXN00007014,USR43464,MCH9155,User reports money deducted but merchant denies receiving payment.,1748.13,2026-01-12 00:00:00,2026-01-14 11:53:14,2026-01-17 00:00:00,IN_PROGRESS,LOW,Customer Dispute,IVR,2.0,True,True,False,4796.12,Medical / Pharmacy,SUCCESS,False
CBK0002643,TXN00011560,USR74311,MCH9291,Complaint received after multiple failed attempts.,2932.55,2026-01-06 16:33:45,2026-01-22 11:33:45,2026-02-05 00:00:00,REJECTED,HIGH,Service Not Delivered,Chatbot,15.0,True,True,True,21216.21,Transportation,SUCCESS,False
CBK0001100,TXN00058495,USR57427,MCH5101,Merchant service was not delivered after payment.,543.72,2026-03-19 00:00:00,2026-04-04 00:00:00,,REJECTED,HIGH,Duplicate Debit,Chatbot,16.0,False,True,False,,,,False
CBK0000016,TXN00013636,USR71660,MCH4806,payment made to unknown merchant as per customer statement.,8898.0,2026-03-19 18:06:00,2026-03-22 07:06:10,2026-03-24 00:00:00,RESOLVED,MEDIUM,Customer Dispute,Branch,2.0,True,True,False,21199.62,Hotel / Lodging,SUCCESS,False
CBK0002228,TXN00018314,USR71704,MCH3815,Merchant service was not delivered after payment.,1635.13,2026-03-20 17:55:00,2026-03-21 12:55:00,2026-04-07 00:00:00,PENDING_BANK,MEDIUM,Service Not Delivered,Branch,0.0,True,False,False,5344.1,Apparel,SUCCESS,False
CBK0001211,,USR53527,MCH4848,Complaint received after multiple failed attempts.,988.08,2026-03-27 00:00:00,2026-03-29 12:22:56,2026-04-11 00:00:00,OPEN,HIGH,Suspected Fraud,App,2.0,False,False,True,,,,False
CBK0001447,TXN00015239,USR59920,MCH4650,User says UPI PIN was not entered by them.,10770.37,2026-02-17 00:00:00,2026-02-19 00:00:00,2026-02-19 00:00:00,IN_PROGRESS,LOW,Duplicate Debit,Branch,2.0,True,True,False,10972.08,Apparel,SUCCESS,False
CBK0001476,TXN00009355,USR74753,MCH9250,User reports money deducted but merchant denies receiving payment.,2786.42,,2026-01-17 07:44:00,2026-01-18 00:00:00,RESOLVED,MEDIUM,Wrong Amount,IVR,,True,True,False,1965.27,Hotel / Lodging,SUCCESS,False
CBK0002292,TXN00014118,USR56014,MCH1692,Merchant service was not delivered after payment.,3230.0,2026-01-06 00:00:00,2026-01-07 00:00:00,2026-01-29 00:00:00,REJECTED,MEDIUM,Wrong Amount,Chatbot,1.0,True,False,False,1592.35,Hotel / Lodging,SUCCESS,False
CBK0001345,TXN00016061,USR71319,MCH7074,USER SAYS UPI PIN WAS NOT ENTERED BY THEM.,3106.54,2026-01-02 00:00:00,2026-01-05 00:00:00,2026-01-24 00:00:00,REJECTED,MEDIUM,Service Not Delivered,IVR,3.0,True,False,True,9071.8,Telecom,SUCCESS,False
CBK0001200,TXN00008369,USR34652,MCH1854,Payment made to unknown merchant as per cust statement.,690.97,2026-03-09 13:02:31,2026-03-10 00:00:00,2026-03-13 00:00:00,OPEN,MEDIUM,Suspected Fraud,Call Center,0.0,True,False,True,15462.47,Apparel,SUCCESS,False
CBK0000280,TXN00006257,USR14813,MCH5918,User says UPI PIN was not entered by them.,350.52,,2026-01-05 00:00:00,2026-01-30 01:29:00,CLOSED,MEDIUM,Service Not Delivered,Email,,True,True,True,15493.37,Department Store,PENDING,False
