merchant_id,merchant_name,state,mcc_clean,merchant_category_clean,business_type_clean,city_clean,onboarding_date_clean,merchant_status_clean,avg_ticket_was_negative,declared_avg_ticket_size_clean,settlement_account_on_file
MCH6775,La11 Gr0up,Tamil Nadu,5999,Misc Retail,Private Limited,Chennai,,INACTIVE,False,196.61,True
MCH2003,Rajagopalan Inc,Maharashtra,5311,Department Store,Individual,Poona,2023-06-16 00:00:00,ACTIVE,False,567.0,True
MCH7560,Chakraborty and Sons,Maharashtra,,,Partnership,Pune,,ACTIVE,False,2097.03,True
MCH3037,Wagle Ltd,Telangana,5411,Grocery,Individual,Hyderabad,2026-01-30 00:00:00,ACTIVE,False,2391.24,True
MCH8927,RAJ-KALA,Delhi,5999,Misc Retail,Individual,Delhi,2024-04-22 22:45:00,ACTIVE,False,261.67,True
MCH9395,Bhagat-Chana,Rajasthan,5699,Apparel,Private Limited,Jaipur,2024-12-12 00:00:00,ACTIVE,False,2768.73,False
MCH4937,Mand and Sons,West Bengal,5912,Medical / Pharmacy,Partnership,Kolkata,,INACTIVE,False,2054.97,True
MCH8765,"Kamdar, Sehgal and Tata",Delhi,5411,Grocery,Partnership,Delhi,2025-01-06 00:00:00,ACTIVE,False,4863.17,True
MCH9074,Sa1vi-Tata,Tamil Nadu,7011,Hotel / Lodging,Partnership,Chennai,2025-04-24 00:00:00,ACTIVE,False,1227.0,True
MCH2438,Saxena-Sagar,Punjab,5999,Misc Retail,Sole Proprietor,Amritsar,2025-06-21 03:10:13,ACTIVE,False,1010.25,True
MCH7391,"Vora, Lad and Sekhon",Maharashtra,5411,Grocery,Partnership,Poona,2023-07-08 00:00:00,INACTIVE,False,4971.16,False
MCH9969,Tiwari and Sons,Punjab,5942,Book Store,Private Limited,Ludhiana,2023-01-15 00:00:00,INACTIVE,False,1542.28,True
MCH7270,Subramanian LLC,Punjab,7011,Hotel / Lodging,Private Limited,Amritsar,2025-01-15 22:39:15,ACTIVE,False,1469.96,False
MCH8093,"Seth, Bassi and Raman",Telangana,7011,Hotel / Lodging,Partnership,Hyderabad,2024-05-15 00:00:00,ACTIVE,False,1629.96,True
MCH2476,Choudhary-Borah,West Bengal,7011,Hotel / Lodging,Private Limited,Kolkata,2025-10-15 00:00:00,ACTIVE,False,1108.38,True
MCH6121,Madan PLC,Karnataka,5311,Department Store,Private Limited,Bangalore,2023-09-07 00:00:00,ACTIVE,False,1208.86,True
MCH4517,"Madan, Gola and Srivastava",West Bengal,5812,Restaurant,Sole Proprietor,Kolkata,2025-05-07 14:26:04,ACTIVE,True,671.65,False
MCH8176,Bala PLC,Telangana,5311,Department Store,Sole Proprietor,Hyderabad,,ACTIVE,False,3488.0,False
MCH5086,Balan LLC,Punjab,5999,Misc Retail,Private Limited,Amritsar,2023-12-19 00:00:00,ACTIVE,False,575.58,True
MCH5951,"Sahni, Gour and Sama",Maharashtra,5311,Department Store,Private Limited,Pune,2024-05-13 00:00:00,ACTIVE,False,2353.06,False
MCH3903,"KHARE, BALASUBRAMANIAN AND MITAL",Rajasthan,5942,Book Store,Sole Proprietor,Jaipur,2024-08-25 14:04:47,ACTIVE,False,3531.21,True
MCH1311,"Dugal, Munshi and Kunda",Rajasthan,4814,Telecom,Individual,Jaipur,2025-03-27 21:22:00,ACTIVE,False,1605.92,True
MCH2743,Joshi PLC,West Bengal,,,Private Limited,Kolkata,2024-12-02 17:56:14,ACTIVE,False,,False
MCH4092,Mukhopadhyay Group,Telangana,5812,Restaurant,Private Limited,Hyderabad,2025-12-24 00:00:00,ACTIVE,False,504.84,True
MCH8680,Bhatt-Toor,Rajasthan,5311,Department Store,Private Limited,Jaipur,2025-12-02 00:00:00,ACTIVE,False,1399.6,False
MCH4656,"Verma,SanghaandVora",Delhi,5942,Book Store,Private Limited,Delhi,2024-07-02 00:00:00,ACTIVE,False,431.25,False
MCH9774,Trivedi Group,Rajasthan,5912,Medical / Pharmacy,Partnership,Jaipur,2024-08-03 00:00:00,ACTIVE,False,1811.0,True
MCH5100,Garde-Mody,Telangana,,,Sole Proprietor,Hyderabad,2023-12-02 00:00:00,ACTIVE,False,347.68,True
MCH3873,"DUGAL, THAKUR AND PURI",Punjab,7011,Hotel / Lodging,Private Limited,Jalandar,2023-07-02 00:00:00,ACTIVE,False,1499.22,False
MCH9594,Ben Group,Rajasthan,5311,Department Store,Sole Proprietor,Jaipur,2023-01-10 00:00:00,ACTIVE,False,4070.31,True
MCH8489,Mand and Sons,Maharashtra,7011,Hotel / Lodging,Individual,Poona,2025-08-24 00:00:00,ACTIVE,False,2744.11,True
MCH6650,Kuruvi11a-G01a,Karnataka,5942,Book Store,Private Limited,Bangalore,2024-07-16 00:00:00,INACTIVE,False,2725.71,True
MCH2514,"Dua, Peri and Sani",West Bengal,,,Sole Proprietor,Kolkata,,ACTIVE,False,937.87,True
MCH7449,"Brahmbhatt, Nagarajan and Kaul",Punjab,5311,Department Store,Sole Proprietor,Amritsar,,ACTIVE,False,397.32,False
MCH4390,Ar0ra LLC,Telangana,5812,Restaurant,Sole Proprietor,Hyderabad,2025-07-06 00:00:00,ACTIVE,False,1372.0,True
MCH5662,Kannan-Yogi,Tamil Nadu,4131,Transportation,Individual,Chennai,2025-08-01 00:00:00,ACTIVE,False,1393.63,False
MCH5524,"Mangat, Sanghvi and Shah",Punjab,5942,Book Store,Partnership,Jalandar,2024-09-30 00:00:00,ACTIVE,False,6188.2,True
MCH7246,LATA LTD,Tamil Nadu,5699,Apparel,Partnership,Chennai,2024-03-17 08:45:00,ACTIVE,False,1315.04,True
MCH9311,Sathe Group,Punjab,5942,Book Store,Private Limited,Ludhiana,2025-05-31 23:35:00,ACTIVE,False,595.82,False
MCH4812,rai-aurora,Rajasthan,7011,Hotel / Lodging,Private Limited,Jaipur,2025-07-09 00:00:00,ACTIVE,False,1732.91,True
MCH4447,"sodhi, dalal and iyengar",Karnataka,5311,Department Store,Private Limited,Bangalore,,ACTIVE,False,208.51,True
MCH5091,Rau-Ratta,West Bengal,5812,Restaurant,Partnership,Kolkata,2024-03-24 00:00:00,ACTIVE,False,755.0,True
MCH5281,Rajagopalan Ltd,Karnataka,7011,Hotel / Lodging,Sole Proprietor,Bangalore,2024-02-04 00:00:00,ACTIVE,False,939.26,False
MCH1364,Ba1 Gr0up,Uttar Pradesh,5942,Book Store,Sole Proprietor,Lucknow,2025-02-21 00:00:00,ACTIVE,True,2000.66,False
MCH4096,"Bhat, Kapoor and Borah",Telangana,5999,Misc Retail,Private Limited,Hyderabad,2024-11-27 00:00:00,ACTIVE,False,2092.25,True
MCH9702,Ranganathan-Madan,Telangana,7011,Hotel / Lodging,Individual,Hyderabad,2025-04-10 00:00:00,ACTIVE,False,1980.13,True
MCH5813,Nair Inc,Tamil Nadu,4814,Telecom,Sole Proprietor,Chennai,,ACTIVE,False,1408.29,False
MCH8976,PRAKASH PLC,Punjab,5699,Apparel,Sole Proprietor,Jalandar,2023-02-15 00:00:00,SUSPENDED,False,1358.57,True
MCH1774,"Sundaram, Dani and Mall",Uttar Pradesh,5942,Book Store,Partnership,Lucknow,2024-08-23 00:00:00,ACTIVE,False,10785.29,True
MCH6863,Mani Group,Rajasthan,5311,Department Store,Individual,Jaipur,2024-05-30 00:00:00,ACTIVE,False,2985.0,True
MCH9834,Handa-Chaudhari,Uttar Pradesh,5411,Grocery,Private Limited,Lucknow,2025-04-27 00:00:00,ACTIVE,False,3989.9,True
MCH4723,kanda ltd,Tamil Nadu,5999,Misc Retail,Individual,Chennai,2024-08-27 00:00:00,ACTIVE,False,649.83,True
MCH8811,Bobal LLC,Telangana,5999,Misc Retail,Partnership,Hyderabad,2023-12-18 00:00:00,ACTIVE,False,1645.76,True
MCH2047,Ghose-Kannan,Uttar Pradesh,5942,Book Store,Sole Proprietor,Lko,2025-05-24 00:00:00,ACTIVE,False,1609.08,False
MCH2308,Bhattacharyya LLC,Punjab,5311,Department Store,Sole Proprietor,Jalandhar,2023-10-14 00:00:00,INACTIVE,False,4753.89,False
MCH9162,Shankar-Shah,Karnataka,5999,Misc Retail,Private Limited,Bangalore,2023-02-22 00:00:00,ACTIVE,False,,True
MCH5430,THAKKAR AND SONS,Punjab,5699,Apparel,Private Limited,Amritsar,2023-01-19 00:00:00,INACTIVE,False,4264.84,False
MCH7768,Sahota-Walia,Delhi,4131,Transportation,Partnership,Delhi,2025-06-19 07:32:00,SUSPENDED,False,1097.55,False
MCH7362,kothari plc,Maharashtra,5942,Book Store,Private Limited,Pune,2026-02-11 00:00:00,ACTIVE,False,478.42,True
MCH8060,Nayar-Ahluwalia,Maharashtra,5812,Restaurant,Private Limited,Pune,2025-03-04 20:55:00,INACTIVE,False,2824.32,True
MCH1032,Nori-Nigam,Maharashtra,7011,Hotel / Lodging,Sole Proprietor,Pune,2025-09-21 00:00:00,ACTIVE,False,652.29,True
MCH7763,"Choudhury, Mody and Tank",Tamil Nadu,5912,Medical / Pharmacy,Individual,Chennai,2023-11-03 00:00:00,ACTIVE,False,777.85,False
MCH4361,"dugal, barad and nagi",Maharashtra,5411,Grocery,Private Limited,Pune,2025-10-27 00:00:00,ACTIVE,False,4047.59,True
MCH1336,Tandon-Pant,Rajasthan,5311,Department Store,Sole Proprietor,Jaipur,2025-09-04 05:40:18,ACTIVE,False,991.0,True
MCH2487,"Virk, Ganguly and Saraf",Karnataka,5812,Restaurant,Partnership,Bangalore,2024-04-24 00:00:00,INACTIVE,False,362.02,False
MCH6308,Seshadri LLC,Delhi,5699,Apparel,Private Limited,Delhi,2025-10-03 00:00:00,ACTIVE,False,422.55,False
MCH6119,HayerLtd,Punjab,5912,Medical / Pharmacy,Individual,Amritsar,2025-12-11 00:00:00,ACTIVE,False,1262.04,False
MCH4360,Khurana Ltd,Rajasthan,5699,Apparel,Partnership,Jaipur,,ACTIVE,False,507.91,True
MCH3334,Majumdar-Raja,Telangana,4814,Telecom,Private Limited,Hyderabad,2023-09-02 04:50:00,ACTIVE,False,2941.2,True
MCH9879,Venkataraman-Tata,Punjab,4814,Telecom,Individual,Ldh,2024-01-04 00:00:00,INACTIVE,False,2839.66,True
MCH3553,"Bajwa, Tata and Narula",Uttar Pradesh,5912,Medical / Pharmacy,Private Limited,Lucknow,2023-01-02 19:20:00,ACTIVE,True,1334.71,True
MCH3504,"Ram, Dora and Bhatti",Maharashtra,5942,Book Store,Individual,Pune,2025-05-08 00:00:00,INACTIVE,False,520.17,True
MCH3568,"CHOUDHURY, TRIVEDI AND BHATNAGAR",Punjab,5311,Department Store,Private Limited,Ludhiana,2025-04-10 00:00:00,ACTIVE,False,1208.3,True
MCH3574,Sodhi-Shan,Maharashtra,4131,Transportation,Partnership,Poona,2025-05-31 00:00:00,INACTIVE,False,4407.0,True
MCH2015,Gulati LLC,Rajasthan,4814,Telecom,Private Limited,Jaipur,2023-06-22 07:04:00,ACTIVE,False,17945.28,False
MCH2215,Maharaj-Kale,West Bengal,7011,Hotel / Lodging,Individual,Kolkata,2024-08-03 00:00:00,ACTIVE,False,3526.35,False
MCH4725,Joshi PLC,Punjab,5311,Department Store,Private Limited,Amritsar,2023-05-23 00:00:00,ACTIVE,False,639.24,True
MCH7118,Chaudhry Ltd,Telangana,5311,Department Store,Sole Proprietor,Hyderabad,2025-05-15 00:00:00,ACTIVE,False,6144.18,True
MCH8813,Dey-Dua,Telangana,5812,Restaurant,Partnership,Hyderabad,2023-11-10 00:00:00,ACTIVE,False,1432.39,True
MCH3698,"Prashad, Viswanathan and Sama",Punjab,5311,Department Store,Partnership,Amritsar,2026-02-09 00:00:00,ACTIVE,False,514.0,False
MCH4727,Dua-Mishra,Maharashtra,5311,Department Store,Sole Proprietor,Pune,2024-05-18 00:00:00,ACTIVE,False,1242.0,True
MCH1526,CHOWDHURY AND SONS,Karnataka,4814,Telecom,Sole Proprietor,Bangalore,2023-07-14 00:00:00,ACTIVE,False,2697.93,True
MCH4463,"Choudhry, Sahni and Chaudhry",Punjab,5699,Apparel,Individual,Ludhiana,2025-01-09 03:17:33,ACTIVE,False,402.0,True
MCH1224,setty-sami,West Bengal,5942,Book Store,Individual,Kolkata,2023-09-02 05:59:00,ACTIVE,False,609.48,True
MCH1747,"Vig, Cherian and Ch0udhury",Delhi,5999,Misc Retail,Individual,Delhi,2025-08-22 05:19:05,ACTIVE,False,1469.56,False
MCH8068,Narula-Nadkarni,Karnataka,4131,Transportation,Private Limited,Bangalore,2025-06-08 09:19:38,ACTIVE,True,452.45,True
MCH4185,Khanna and S0ns,Maharashtra,5942,Book Store,Private Limited,Pune,2025-12-24 00:00:00,ACTIVE,False,1148.06,False
MCH6563,naik plc,Punjab,4131,Transportation,Individual,Jalandar,2025-04-04 00:38:00,ACTIVE,False,1376.0,False
MCH2556,"ZACHARIAH, MANNE AND BEDI",West Bengal,5942,Book Store,Partnership,Kolkata,2024-10-05 01:12:00,ACTIVE,False,1248.82,True
MCH2592,"Garg, Saha and Sampath",Telangana,5999,Misc Retail,Private Limited,Hyderabad,2024-03-28 13:13:52,ACTIVE,False,3945.98,False
MCH7967,Chandran Inc,Karnataka,5912,Medical / Pharmacy,Individual,Bangalore,2025-06-19 00:00:00,ACTIVE,True,1630.08,False
MCH8326,"Bassi, Lalla and Sastry",Punjab,5411,Grocery,Individual,Amritsar,2025-12-30 00:00:00,ACTIVE,False,1031.0,True
MCH7629,Taneja-Vyas,Maharashtra,5999,Misc Retail,Individual,Poona,2023-01-01 17:10:32,ACTIVE,False,1413.56,True
MCH2144,Choudhary-Kashyap,Punjab,5942,Book Store,Partnership,Ldh,2024-08-13 16:56:48,ACTIVE,False,350.72,True
MCH7034,Deol LLC,Maharashtra,5942,Book Store,Individual,Pune,2026-01-27 00:00:00,ACTIVE,False,856.21,False
MCH1954,"Kunda, Kata and Shetty",Maharashtra,,,Individual,Poona,2025-10-19 00:00:00,ACTIVE,False,923.81,True
MCH9414,Banik-Garde,Punjab,5812,Restaurant,Individual,Jalandar,2025-01-16 00:00:00,ACTIVE,False,942.13,True
MCH4474,Ram Ltd,Punjab,4814,Telecom,Partnership,Jalandhar,2024-07-13 00:00:00,ACTIVE,False,1082.17,False
MCH9988,"Johal, Padmanabhan and Sagar",Delhi,,,Individual,Delhi,2026-02-02 00:00:00,ACTIVE,False,1620.14,False
MCH8734,"Ganguly, Hayre and Choudhury",Uttar Pradesh,4814,Telecom,Sole Proprietor,Lucknow,2023-05-05 00:00:00,ACTIVE,False,4276.72,True
MCH3288,"Bains, Arya and Sanghvi",Maharashtra,7011,Hotel / Lodging,Partnership,Mumbai,2025-11-26 00:00:00,SUSPENDED,True,3587.5,True
MCH6985,Devi-Radhakrishnan,Punjab,5942,Book Store,Individual,Jalandhar,2023-01-20 03:57:02,ACTIVE,False,694.07,True
MCH1923,Barad-Devan,Telangana,5699,Apparel,Private Limited,Hyderabad,2025-12-08 00:00:00,ACTIVE,False,300.28,False
MCH4957,Natt Ltd,Uttar Pradesh,5699,Apparel,Individual,Lucknow,,ACTIVE,False,1324.11,True
MCH9467,"Pall, Lala and Dhar",Tamil Nadu,4131,Transportation,Individual,Chennai,2024-09-03 09:23:16,ACTIVE,False,1206.07,False
MCH1007,Jain-Wadhwa,Tamil Nadu,7011,Hotel / Lodging,Private Limited,Chennai,2025-06-30 00:00:00,INACTIVE,True,927.51,False
MCH1543,Parmer Group,Telangana,4131,Transportation,Individual,Hyderabad,2025-02-04 20:13:00,ACTIVE,False,1064.76,False
MCH8125,"Sane, Misra and Mitter",Karnataka,5912,Medical / Pharmacy,Individual,Bangalore,2025-10-29 14:28:47,ACTIVE,False,2004.37,False
MCH6161,More PLC,Rajasthan,5311,Department Store,Partnership,Jaipur,2024-04-15 02:52:06,ACTIVE,False,849.42,False
MCH2924,Chaudhary-Dugar,Maharashtra,5942,Book Store,Individual,Mumbai,2024-12-26 03:07:13,ACTIVE,False,770.99,True
MCH3180,Sanghvi and S0ns,Delhi,5912,Medical / Pharmacy,Private Limited,Delhi,2023-06-03 00:00:00,ACTIVE,False,2608.0,True
MCH4969,"Bobal, Garde and Upadhyay",Tamil Nadu,4814,Telecom,Sole Proprietor,Chennai,2023-11-01 00:00:00,ACTIVE,False,817.93,True
MCH1159,De Ltd,West Bengal,5942,Book Store,Individual,Kolkata,2025-12-05 15:35:26,ACTIVE,False,1672.61,False
MCH7435,"Puri, Biswas and Roy",Rajasthan,5912,Medical / Pharmacy,Partnership,Jaipur,2023-11-12 00:00:00,SUSPENDED,True,1536.78,True
MCH1299,mutti plc,Rajasthan,5699,Apparel,Partnership,Jaipur,2023-06-27 00:00:00,ACTIVE,False,605.64,True
MCH4090,Dada LLC,Tamil Nadu,5999,Misc Retail,Individual,Chennai,2025-02-27 00:00:00,ACTIVE,False,1538.0,True
MCH5562,Savant-Narayan,Telangana,4131,Transportation,Private Limited,Hyderabad,2025-11-18 00:00:00,ACTIVE,False,2799.21,True
MCH6839,Saha LLC,Tamil Nadu,5411,Grocery,Individual,Chennai,2025-07-20 00:00:00,ACTIVE,False,1531.04,True
MCH5749,"Bir, Sibal and Arya",Maharashtra,5942,Book Store,Partnership,Mumbai,2024-05-10 03:51:33,ACTIVE,False,1490.24,False
MCH9135,"NATH, SAMRA AND CHOPRA",West Bengal,4814,Telecom,Sole Proprietor,Kolkata,2026-02-04 01:44:00,ACTIVE,False,387.53,True
MCH6045,"bajwa, wali and walla",Karnataka,5912,Medical / Pharmacy,Private Limited,Bangalore,2023-09-28 00:00:00,ACTIVE,False,2897.0,True
MCH7606,Chaudhari-Raman,Karnataka,5999,Misc Retail,Private Limited,Bangalore,2024-08-27 00:00:00,ACTIVE,False,296.04,False
MCH8789,"Pingle,NadigandNarula",Punjab,5812,Restaurant,Individual,Ludhiana,2025-02-07 00:00:00,ACTIVE,True,1463.08,True
MCH4123,"Parekh, Patla and Kar",Punjab,5942,Book Store,Partnership,Jalandhar,2024-11-09 00:00:00,ACTIVE,False,2764.76,True
MCH7554,"J0ha1, K0thari and Nagar",Punjab,4131,Transportation,Individual,Jalandar,2023-02-05 23:53:12,ACTIVE,False,572.11,False
MCH4124,"Dara, Salvi and Sawhney",Karnataka,5411,Grocery,Sole Proprietor,Bangalore,2025-10-12 00:00:00,ACTIVE,False,2121.35,True
MCH3945,Mukhopadhyay-Raghavan,Maharashtra,4131,Transportation,Sole Proprietor,Mumbai,2023-03-05 00:00:00,ACTIVE,False,942.71,True
MCH2516,Ben-Varghese,Tamil Nadu,,,Sole Proprietor,Chennai,2023-08-04 21:20:00,SUSPENDED,False,398.68,False
MCH7839,Chandra-Borra,Uttar Pradesh,5311,Department Store,Sole Proprietor,Lucknow,2024-11-02 00:00:00,ACTIVE,False,710.2,False
MCH1713,Dubey Inc,West Bengal,5812,Restaurant,Sole Proprietor,Kolkata,2025-06-02 00:00:00,ACTIVE,False,1132.0,True
MCH1393,HEGDE-BAHRI,Punjab,5912,Medical / Pharmacy,Partnership,Ludhiana,2024-11-15 00:00:00,ACTIVE,False,6478.07,True
MCH5744,Dalal-Lall,Tamil Nadu,7011,Hotel / Lodging,Private Limited,Chennai,2023-05-31 00:00:00,ACTIVE,False,3350.6,True
MCH9798,Mann-Gera,Punjab,4131,Transportation,Individual,Jalandhar,2025-07-15 05:53:00,ACTIVE,False,952.0,True
MCH2041,"Sagar, Chakraborty and Kurian",Punjab,4131,Transportation,Sole Proprietor,Ludhiana,2024-03-22 10:36:41,INACTIVE,False,,False
MCH6114,"Khurana, Chowdhury and Chaudhary",Tamil Nadu,,,Private Limited,Chennai,,ACTIVE,False,1212.0,True
MCH1675,"Dey, Sathe and Sibal",Tamil Nadu,4131,Transportation,Private Limited,Chennai,2025-09-11 00:00:00,ACTIVE,False,1577.75,True
MCH2327,KIBE-CHAR,Telangana,5812,Restaurant,Partnership,Hyderabad,2025-10-09 00:00:00,ACTIVE,False,848.32,True
MCH5408,"Setty, Mangal and Dhar",Maharashtra,5411,Grocery,Individual,Mumbai,2026-01-31 00:00:00,ACTIVE,False,1231.49,True
MCH8525,Bah1-Mangat,Maharashtra,7011,Hotel / Lodging,Individual,Mumbai,2025-03-27 07:27:27,INACTIVE,False,444.54,False
MCH4857,Sethi-Soni,Punjab,4131,Transportation,Individual,Ludhiana,2026-02-28 06:57:59,ACTIVE,False,278.84,False
MCH2119,Kashyap Ltd,Tamil Nadu,5699,Apparel,Individual,Chennai,2023-07-23 08:53:50,INACTIVE,False,1155.58,True
MCH8037,Patla-Balakrishnan,Maharashtra,4814,Telecom,Sole Proprietor,Pune,2025-09-19 16:54:00,ACTIVE,False,327.35,True
MCH2627,Gupta and Sons,Delhi,5699,Apparel,Individual,Delhi,2025-04-01 17:51:00,ACTIVE,False,1249.33,True
MCH5723,Doctor LLC,West Bengal,,,Private Limited,Kolkata,2023-04-08 00:00:00,ACTIVE,True,574.8,True
MCH6875,Anand-Bajwa,Maharashtra,7011,Hotel / Lodging,Private Limited,Pune,2025-06-15 00:00:00,ACTIVE,False,1892.34,True
MCH8569,Tara Ltd,Uttar Pradesh,5812,Restaurant,Individual,Lucknow,2025-11-18 04:42:59,ACTIVE,False,1022.19,False
MCH8330,"Dhawan, Tella and Rau",Tamil Nadu,4131,Transportation,Private Limited,Chennai,2023-01-20 20:57:00,ACTIVE,False,1437.59,False
MCH7165,Kulkarni-Ramanathan,Punjab,4814,Telecom,Private Limited,Amritsar,2025-01-28 00:00:00,ACTIVE,False,284.68,True
MCH7038,Mannan-Singh,Karnataka,5942,Book Store,Individual,Bangalore,2025-05-25 00:00:00,INACTIVE,False,620.0,True
MCH3625,Singhal Ltd,Maharashtra,5812,Restaurant,Sole Proprietor,Mumbai,2025-10-28 12:02:57,ACTIVE,False,10079.36,True
MCH8138,Chaudhuri-Varma,Tamil Nadu,5311,Department Store,Individual,Chennai,2025-05-12 00:00:00,ACTIVE,False,1502.0,False
MCH8399,"La11a, Wadhwa and Bhardwaj",West Bengal,,,Private Limited,Kolkata,2025-09-05 20:30:25,ACTIVE,False,1773.81,True
MCH4932,KHOSLA AND SONS,Punjab,5812,Restaurant,Sole Proprietor,Jalandhar,2024-09-08 02:55:00,INACTIVE,False,340.55,True
MCH6922,"bassi, dara and dutt",Karnataka,5699,Apparel,Private Limited,Bangalore,2023-04-01 00:00:00,ACTIVE,False,1736.93,True
MCH6654,Cheema-Dara,Maharashtra,7011,Hotel / Lodging,Partnership,Mumbai,2023-12-26 12:35:00,ACTIVE,False,581.25,True
MCH2755,"majumdar, ravi and dave",Maharashtra,5999,Misc Retail,Partnership,Mumbai,2026-02-13 00:00:00,ACTIVE,True,889.32,False
MCH5136,Thakur and Sons,Rajasthan,4131,Transportation,Sole Proprietor,Jaipur,2025-02-10 00:00:00,SUSPENDED,False,2681.3,True
MCH1096,Subramanian-Prasad,Telangana,5699,Apparel,Individual,Hyderabad,2025-03-07 02:41:50,ACTIVE,False,8373.82,False
MCH6628,Thakur-Kunda,Delhi,,,Private Limited,Delhi,2025-05-13 14:37:00,ACTIVE,False,1718.0,True
MCH2725,Varma-Loke,West Bengal,5812,Restaurant,Partnership,Kolkata,2023-12-21 15:48:41,INACTIVE,False,4486.37,False
MCH3600,Gole and Sons,Delhi,4131,Transportation,Sole Proprietor,Delhi,2023-09-10 00:00:00,SUSPENDED,False,1548.59,False
MCH2724,Aggarwal Group,Karnataka,5812,Restaurant,Individual,Bangalore,,ACTIVE,True,7977.75,True
MCH1100,swamy inc,Punjab,5311,Department Store,Partnership,Ludhiana,2024-08-17 00:00:00,INACTIVE,False,2008.22,True
MCH4153,Shroff Ltd,West Bengal,5999,Misc Retail,Sole Proprietor,Kolkata,2025-11-07 00:00:00,ACTIVE,False,3578.7,False
MCH5459,Sachdev Ltd,Karnataka,5699,Apparel,Sole Proprietor,Bangalore,,SUSPENDED,False,1804.28,True
MCH7482,"Bail, Verma and Sur",Punjab,5699,Apparel,Private Limited,Jalandar,2024-02-06 00:00:00,ACTIVE,False,249.45,False
MCH1183,Rajan LLC,Karnataka,5812,Restaurant,Private Limited,Bangalore,2023-02-02 00:00:00,ACTIVE,False,1717.84,False
MCH1050,Trivedi-Zachariah,Rajasthan,5699,Apparel,Sole Proprietor,Jaipur,2025-01-30 00:00:00,ACTIVE,False,2479.88,True
MCH7088,Prabhu-Agarwal,Maharashtra,5311,Department Store,Sole Proprietor,Mumbai,2025-11-30 13:55:45,INACTIVE,False,5426.05,True
MCH5360,pillai and sons,Uttar Pradesh,5912,Medical / Pharmacy,Individual,Lucknow,2025-05-07 04:59:14,ACTIVE,False,745.28,False
MCH9840,"gara, bedi and dua",Punjab,5942,Book Store,Private Limited,Amritsar,2025-09-12 00:00:00,ACTIVE,False,369.0,True
MCH7167,"Bir, Kunda and Manne",Telangana,5942,Book Store,Partnership,Hyderabad,2023-05-26 00:00:00,ACTIVE,False,397.0,True
MCH3439,"Grewal, Kar and Krishnan",Punjab,4814,Telecom,Partnership,Ldh,2025-08-08 00:00:00,INACTIVE,False,761.0,False
MCH8004,hayre-agate,Punjab,5999,Misc Retail,Individual,Amritsar,2025-10-01 20:15:00,INACTIVE,False,934.62,True
MCH4807,"Dutt, Pandey and Tella",Tamil Nadu,5912,Medical / Pharmacy,Individual,Chennai,2024-05-14 00:00:00,ACTIVE,False,1458.0,True
MCH9431,Madan-Kota,Karnataka,4131,Transportation,Private Limited,Bangalore,2023-02-05 00:00:00,ACTIVE,False,436.79,True
MCH3887,Pa11a-Sah0ta,West Bengal,7011,Hotel / Lodging,Partnership,Kolkata,2025-11-19 10:50:37,INACTIVE,False,1596.95,True
MCH4831,GALA GROUP,Maharashtra,5311,Department Store,Sole Proprietor,Poona,2025-05-05 00:00:00,ACTIVE,False,1889.75,False
MCH6683,Pai Inc,Tamil Nadu,5411,Grocery,Individual,Chennai,2025-11-29 00:42:00,ACTIVE,True,808.55,True
MCH2199,Subramanian Inc,Karnataka,5311,Department Store,Private Limited,Bangalore,2024-01-14 00:00:00,SUSPENDED,False,369.25,False
MCH8481,"Dixit,GeraandGara",Rajasthan,4131,Transportation,Sole Proprietor,Jaipur,,ACTIVE,False,1730.88,True
MCH6036,chhabra group,Punjab,5699,Apparel,Sole Proprietor,Amritsar,2024-01-10 00:00:00,ACTIVE,False,,True
MCH6431,"batra, pant and devan",Karnataka,7011,Hotel / Lodging,Partnership,Bangalore,2026-01-31 00:00:00,INACTIVE,False,1564.0,True
MCH6527,"Lalla, Bhandari and Mane",Maharashtra,5411,Grocery,Sole Proprietor,Pune,2025-07-09 00:00:00,ACTIVE,True,1832.42,True
MCH8920,"Parekh, Srivastava and Choudhury",Delhi,5311,Department Store,Private Limited,Delhi,2023-12-15 00:00:00,ACTIVE,False,19788.99,True
MCH5516,Muni LLC,West Bengal,5699,Apparel,Individual,Kolkata,2025-11-17 13:15:12,ACTIVE,False,1139.0,False
MCH9845,Misra-Varghese,Punjab,5912,Medical / Pharmacy,Sole Proprietor,Ludhiana,2025-12-30 00:00:00,ACTIVE,False,186.59,False
MCH8953,Narayan-Uppal,Punjab,5912,Medical / Pharmacy,Private Limited,Ldh,2025-06-28 10:02:00,ACTIVE,False,2726.98,True
MCH4990,"Ramakrishnan, Dey and Thakkar",Maharashtra,5411,Grocery,Private Limited,Mumbai,,ACTIVE,False,,True
MCH4794,borra-dutt,Rajasthan,7011,Hotel / Lodging,Private Limited,Jaipur,2024-09-19 22:25:00,ACTIVE,False,1006.04,True
MCH6262,Saran Ltd,Maharashtra,5311,Department Store,Partnership,Mumbai,2025-08-04 12:06:38,INACTIVE,False,6560.0,True
MCH8146,Bath-Purohit,Delhi,5942,Book Store,Sole Proprietor,Delhi,2025-04-28 17:40:46,ACTIVE,False,5566.64,True
